1	12	İdârî Birimin Yeni Harflerle Adı	Eski Harflerle Adı	Unvani 1 raw	Unvan 1	Unvan 1 year	Unvan 1 note	Bagli raw	Bagli 1 1	Bagli 1 2	Bagli 1 3	Bagli 1 4	Unvani 2 raw	Unvan 2	Unvan 2 year	Unvan 2 note	Bagli 2 raw	Bagli 2 1	Bagli 2 2	Bagli 2 3	Bagli 2 4	Unvani 3 raw	Unvan 3	Unvan 3 year	Unvan 3 note	Bagli 3 raw	Bagli 3 1	Bagli 3 2	Bagli 3 3	Bagli 3 4	Unvani 4 raw	Unvan 4	Unvan 4 year	Unvan 4 note	Bagli 4 raw	Bagli 4 1	Bagli 4 2	Bagli 4 3	Bagli 4 4	Unvani 5 raw	Unvan 5	Unvan 5 year	Unvan 5 note	Bagli 5 raw	Bagli 5 1	Bagli 5 2	Bagli 5 3	Bagli 5 4	Unvani 6 raw	Unvan 6	Unvan 6 year	Unvan 6 note	Bagli 6 raw	Bagli 6 1	Bagli 6 2	Bagli 6 3	Bagli 6 4	Unvani 7	Bagli 7	Unvani 8	Bagli 8	Unvani 9	Bagli 9	Unvani 10	Bagli 10	Unvani 11	Bagli 11	Unvani 12	Bagli 12	Unvani 13	Bagli 13	Unvani 14	Bagli 14
4148	4148	MANYA(Magne, Maina) (Arazisi savunmaya elverişli, ahalisi eskiden beri korsan ve eşkıya. Nitekim Yunan isyanı ilk defa burada başladı.)	مانيا	Sancak (17.yy.)	Sancak	17. yy.		Mora eyâleti				Mora eyâleti	Sancak (18. yy.)	Sancak	18. yy.		Cezayir-i Bahr-i Sefid eyâleti				Cezayir-i Bahr-i Sefid eyâleti																																																				
4149	4149	MANYAN	مانيان	Nahiye (1846)	Nahiye	1846		Gülnar>İçil>Karaman eyâleti		Gülnar	İçil	Karaman eyâleti																																																													
4150	4150	MANYAS (Kazanın ilk mezkezi Eskimanyas (Soğuksu) k.yüdür. Sonra da Maltepe k.yü merkez oldu ve şimdi Manyas’ın bir mahallesidir.)	مانياس	Kaza (~1530)	Kaza	~1530		Karesi>Anadolu eyâleti			Karesi	Anadolu eyâleti	Nahiye (1867)	Nahiye	1867		Bandırma>Hudavendigâr vilâyeti			Bandırma	Hudavendigâr vilâyeti	Kaza (1936)	Kaza	1936		Balıkesir				Balıkesir																																											
4151	4151	Mapavri (ÇAYELİ) (Yenipazar)	مپاوری	Nahiye (1868)	Nahiye	1868		Merkez>Rize>Trabzon vilâyeti		Merkez	Rize	Trabzon vilâyeti	Nahiye (1924)	Nahiye	1924		Merkez>Rize			Merkez	Rize	Kaza (1944)	Kaza	1944		Rize				Rize																																											
4152	4152	Maradit (MURATLI)	مراديت	Nahiye	Nahiye			Borçka>Artvin			Borçka	Artvin																																																													
4153	4153	MARAKEŞ	مراکش	Şehir	Şehir			Fas				Fas																																																													
4154	4154	Maraş (KAHRAMANMARAŞ) (1923’te adı Kahramanmaraş olmuştur.)	مرعش	Eyâlet Mrk. (1522)	Eyâlet merkezi	1522		Zülkadriye eyâleti				Zülkadriye eyâleti	Sancak (1848)	Sancak	1848		Adana eyâleti				Adana eyâleti	Sancak (1866)	Sancak	1866		Halep vilâyeti				Halep vilâyeti	Vilâyet (1924)	Vilâyet	1924		Kahramanmaraş				Kahramanmaraş																																		
4155	4155	MARAT	مراط	Nahiye (1882)	Nahiye	1882		Merkez>Zor sancağı			Merkez	Zor sancağı																																																													
4156	4156	MARATOKAMBO	مراطوقامبو	Nahiye (1832)	Nahiye	1832		Sisam emâreti				Sisam emâreti	Nahiye (1913)	Nahiye	1913		Sisam>Yunanistan			Sisam	Yunanistan																																																				
4157	4157	MARATONİSİ	مراتونيسی	Kaza	Kaza			Lakonya eyâleti>Yunanistan			Lakonya eyâleti	Yunanistan																																																													
4158	4158	MARDİN	ماردين	Sancak (1534)	Sancak	1534		Diyarbakır eyâleti				Diyarbakır eyâleti	Sancak (18. yy.)	Sancak	18. yy.		Bağdad eyâleti				Bağdad eyâleti	Sancak (1848)	Sancak	1848		Diyarbakır eyâleti				Diyarbakır eyâleti	Sancak (1850)	Sancak	1850		Hakkâri eyâleti				Hakkâri eyâleti	Sancak (1855)	Sancak	1855		Diyarbakır eyâleti				Diyarbakır eyâleti	Sancak (1867)	Sancak	1867		Diyarbakır vilâyeti				Diyarbakır vilâyeti	Vilâyet (1924)	Mardin														
4159	4159	MA‘REKE	معرکه	Nahiye (1888)	Nahiye	1888		Sur>Beyrut>Beyrut vilâyeti		Sur	Beyrut	Beyrut vilâyeti																																																													
4160	4160	MARGİLİÇ (Margarition)	مارغليچ	Kaza (1867)	Kaza	1867		Preveze>Yanya vilâyeti			Preveze	Yanya vilâyeti	Kaza (1913)	Kaza	1913		Preveze>Yunanistan			Preveze	Yunanistan																																																				
4161	4161	MARHO	مرخو	Kaza (1828)	Kaza	1828		Çıldır>Erzurum eyâleti			Çıldır	Erzurum eyâleti																																																													
4162	4162	MA’RİB (Seba bölgesinde ve seddiyle ünlü tarihi bir şehir.)	مَأرب	Sancak (16. yy.)	Sancak	16. yy.		Yemen eyâleti				Yemen eyâleti																																																													
4163	4163	MARMARA (Preme)	مرمره	Kaza (1843)	Kaza	1843		Erdek>Hudavendigâr eyâleti			Erdek	Hudavendigâr eyâleti	Nahiye (1870)	Nahiye	1870		Bandırma>Karesi>Hudavendigâr vilâyeti		Bandırma	Karesi	Hudavendigâr vilâyeti	Nahiye (1924)	Nahiye	1924		Erdek>Balıkesir			Erdek	Balıkesir	Kaza (~1990)	Kaza	~1990		Balıkesir				Balıkesir																																		
4164	4164	Marmara (DAĞMARMARA) (Karaköy)	مرمره	Kaza (~1530)	Kaza	~1530		Saruhan>Anadolu eyâleti			Saruhan	Anadolu eyâleti	Nahiye (1865)	Nahiye	1865		Turgutlu>Saruhan>Aydın vilâyeti		Turgutlu	Saruhan	Aydın vilâyeti	Nahiye (Lağvedildi. Karaköy halen Turgutlu merkez bucağına bağlı.)	Nahiye		Lağvedildi. Karaköy halen Turgutlu merkez bucağına bağlı.	Turgutlu>Manisa			Turgutlu	Manisa																																											
4165	4165	Marmara (GÖLMARMARA)	مرمره	Nahiye(1865)	Nahiye	1865		Akhisar>Saruhan>Aydın vilâyeti		Akhisar	Saruhan	Aydın vilâyeti	Nahiye(1924)	Nahiye	1924		Akhisar>Manisa			Akhisar	Manisa	Kaza (~1990)	Kaza	~1990		Manisa				Manisa																																											
4166	4166	MARMARA EREĞLİSİ	مرمره ارکليسی	Nahiye (1926)	Nahiye	1926		Çorlu>Tekirdağ			Çorlu	Tekirdağ	Kaza (~1990)	Kaza	~1990		Tekirdağ				Tekirdağ																																																				
4167	4167	MARMARİS	مرريس	Kaza (16.yy.)	Kaza	16. yy.		Rodos>Cezayir-i Bahr-i Sefid eyâleti			Rodos	Cezayir-i Bahr-i Sefid eyâleti	Kaza (1867)	Kaza	1867		Menteşe>Aydın vilâyeti			Menteşe	Aydın vilâyeti	Kaza (1924)	Kaza	1924		Muğla				Muğla																																											
4168	4168	MAROSTORDA (Maros Vasarheli)	ماروس تورده	Eyâlet (Erdel=Transilvanya) bölgesinde ve dokuz kazası vardı.)	Eyâlet		(Erdel=Transilvanya) bölgesinde ve dokuz kazası vardı.	Macaristan				Macaristan																																																													
4169	4169	MARSAROS	مارساروس	Eyâlet	Eyâlet			Macaristan				Macaristan																																																													
4170	4170	MARTIKALE	مارطی قلعه	Nahiye (16.yy.)	Nahiye	16. yy.		Bafra>Canik>Rum eyâleti		Bafra	Canik	Rum eyâleti	Köy	Köy			Bafra>Samsun			Bafra	Samsun																																																				
4171	4171	MARULYA	ماروليه	Kaza Mrk.	Kaza merkezi			Akseki>Antalya			Akseki	Antalya																																																													
4172	4172	MARUNİYE	مارونيه	Nahiye (1865)	Nahiye	1865		Merkez>Gümülcine>Edirne vilâyeti		Merkez	Gümülcine	Edirne vilâyeti	Nahiye (1919)	Nahiye	1919		Merkez>Gümülcine>Yunanistan		Merkez	Gümülcine	Yunanistan																																																				
4173	4173	Masat (YILDIRIM)	مصاد	Nahiye (1865)	Nahiye	1865		Bayburt>Erzurum>Erzurum vilâyeti		Bayburt	Erzurum	Erzurum vilâyeti	Köy	Köy			Maden>Merkez>Bayburt		Maden	Merkez	Bayburt																																																				
4174	4174	MASERTİ	معسرتی	Kaza Mrk. (1953)	Kaza merkezi	1953		Ömerli>Mardin			Ömerli	Mardin																																																													
4175	4175	MASRATA	مصراطه	Kaza	Kaza			Humus>Trablusgarb>Libya		Humus	Trablusgarb	Libya																																																													
4176	4176	Mastavra (BOYZURT)	ماستاوره	Nahiye (~1530)	Nahiye	~1530		Kestel>Aydın>Anadolu eyâleti		Kestel	Aydın	Anadolu eyâleti	Köy	Köy			Merkez>Nazilli>Aydın		Merkez	Nazilli	Aydın																																																				
4177	4177	Maşkir (ÇAKIRTAŞ)	مشکر	Nahiye (16.yy.)	Nahiye	16. yy.		Merkez>Arapkir>Diyarbakır eyâleti		Merkez	Arapkir	Diyarbakır eyâleti	Köy	Köy			Dutluca>Kemaliye>Erzincan		Dutluca	Kemaliye	Erzincan																																																				
4178	4178	MAT (Matte)	ماط	Kaza (1874)	Kaza	1874		Debre>Manastır vilâyeti			Debre	Manastır vilâyeti																																																													
4179	4179	MATARİYE ve DİMYAT	مطريه وَ دمياط	Muhafızlık	Muhafızlık			Mısır				Mısır																																																													
4180	4180	MATARİYE	مطريه	Köy	Köy			Şibri>Kalyûbiye>Mısır		Şibri	Kalyûbiye	Mısır																																																													
4181	4181	MATYA	ماتيه	Nahiye	Nahiye			Merkez>Trablusgarb>Libya		Merkez	Trablusgarb	Libya																																																													
4182	4182	MAVET	ماوت	Nahiye (1877)	Nahiye	1877		Şehrizor>Süleymaniye>Musul		Şehrizor	Süleymaniye	Musul																																																													
4183	4183	MAYDOS	مايدوس	Kaza Mrk. (1926)	Kaza merkezi	1926		Eceâbât>Çanakkale			Eceâbâd	Çanakkale																																																													
4184	4184	MAZENDERAN	مازندران	Eyâlet	Eyâlet			İran				İran																																																													
4185	4185	MAZGİRT	مازکرد	Sancak (16. yy.)	Sancak	16. yy.		Diyarbakır eyâleti				Diyarbakır eyâleti	Kaza (1865)	Kaza	1865		Erzincan>Erzurum vilâyeti			Erzincan	Erzurum vilâyeti	Kaza (1881)	Kaza	1881		Dersim>Harput eyâleti			Dersim	Harput eyâleti	Kaza (1888)	Kaza	1888		Dersim>Mamûretülaziz vilâyeti			Dersim	Mamûretülaziz vilâyeti	Kaza (1926)	Kaza	1926		Elâzığ				Elâzığ	Kaza (1935)	Kaza	1935		Tunceli				Tunceli																
4186	4186	MAZIDAĞI	مازی طاغی	Kaza (1937) (Eski bir kaza ve nahiye olan “Metinan” lağvedilerek onun yerine kuruldu.)	Kaza	1937	Eski bir kaza ve nahiye olan “Metinan” lağvedilerek onun yerine kuruldu.)	Mardin				Mardin																																																													
4187	4187	MAZUN (Söke’de, Bafa g.lünün kuzeybatısında idi.)	مازون	Kaza (~1530)	Kaza	~1530		Menteşe>Anadolu eyâleti			Menteşe	Anadolu eyâleti																																																													
4188	4188	MEBREZ	مبرز	Kaza (1875)	Kaza	1875		Merkez>Necid>Basra vilâyeti		Merkez	Necid	Basra vilâyeti																																																													
4189	4189	MECANE	مجانه	Kasaba	Kasaba			Kayrevan>Tunus			Kayrevan	Tunus																																																													
4190	4190	MECDEL	مجدل	Kaza (1846)	Kaza	1846		Kudüs>Sayda eyâleti			Kudüs	Sayda eyâleti	Nahiye (1854)	Nahiye	1854		Gazze>Kudüs eyâleti			Gazze	Kudüs eyâleti																																																				
4191	4191	MECDEL-İ ŞEMS	مجدل شمس	Nahiye (1865)	Nahiye	1865		Kunaytıra>Havran>Suriye vilâyeti		Kunaytıra	Havran	Suriye vilâyeti																																																													
4192	4192	MECİDİYE (Suluca)	مجيديه	Nahiye (1865)	Nahiye	1865		Keşan>Gelibolu>Edirne vilâyeti		Keşan	Gelibolu	Edirne vilâyeti	Nahiye (1924)	Nahiye	1924		Keşan>Edirne			Keşan	Edirne																																																				
4193	4193	Mecidiye (ÇİÇEKDAĞI) (Boyalık)	مجيديه	Kaza (1870)	Kaza	1870		Kırşehir>Ankara vilâyeti			Kırşehir	Ankara vilâyeti	Kaza (1924)	Kaza	1924		Kırşehir				Kırşehir																																																				
4194	4194	Mecidiye (ESKİPAZAR) (Kıran)	مجيديه	Nahiye (1924)	Nahiye	1924		Çerkeş>Çankırı			Çerkeş	Çankırı	Kaza (1946)	Kaza	1946		Çankırı				Çankırı	Kaza (1995)	Kaza	1995		Karabük				Karabük																																											
4195	4195	MECİDİYE (Megidiye) (Medgidia)	مجيديه	Sancak (1857-1863)	Sancak	1857-1863		Silistre eyâleti				Silistre eyâleti	Kaza (1864)	Kaza	1864		Tulca>Tuna vilâyeti			Tulca	Tuna vilâyeti																																																				
4196	4196	MECİTÖZÜ (Avukathacıköy)	مجيد اوزی	Nahiye (~1530)	Nahiye	~1530		Turhal>Sivas-Tokat>Rum eyâleti		Turhal	Sivas-Tokat	Rum eyâleti	Kaza (17.yy.)	Kaza	17. yy.		Sivas>Sivas eyâleti			Sivas	Sivas eyâleti	Kaza (1865)	Kaza	1865		Amasya>Sivas vilâyeti			Amasya	Sivas vilâyeti	Kaza (1924)	Kaza	1924		Çorum				Çorum																																		
4197	4197	MECMAA	مجمعه	Kasaba	Kasaba			Suudi Arabistan				Suudi Arabistan																																																													
4198	4198	Mecrihan (ÇAMLIDERE)	مجريحان	Nahiye	Nahiye			Merkez>Şanlıurfa			Merkez	Şanlıurfa																																																													
4199	4199	MECR-İ KEBÎR	مجر کبير	Nahiye (1887)	Nahiye	1887		Merkez>Ammara>Basra vilâyeti		Merkez	Ammara	Basra vilâyeti	Nahiye	Nahiye			Merkez>Ammara>Irak		Merkez	Ammara	Irak																																																				
4200	4200	MECR-İ SAGÎR	مجر صغير	Nahiye (1887)	Nahiye	1887		Merkez>Ammara>Basra vilâyeti		Merkez	Ammara	Basra vilâyeti	Nahiye	Nahiye			Merkez>Ammara>Irak		Merkez	Ammara	Irak																																																				
4201	4201	MEDAYİN-İ SALİH	مداين صالح	Nahiye (1893)	Nahiye	1893		Maan>Kerek>Suriye vilâyeti		Maan	Kerek	Suriye vilâyeti																																																													
4202	4202	MEDEA	مدعا	Kasaba	Kasaba			Cezayir-i Bahr-i Sefid vilâyeti				Cezayir-i Bahr-i Sefid vilâyeti																																																													
4203	4203	MEDİNE (Yesrib)	مدينه	Eyâlet Mrk.	Eyâlet merkezi			Harem-i Nebevî eyâleti				Harem-i Nebevî eyâleti	Sancak (~ 1855)	Sancak	~1855		Habeş eyâleti				Habeş eyâleti	Sancak (~1876)	Sancak	~1876		Mekke>Hicaz vilâyeti			Mekke	Hicaz vilâyeti	Sancak (~1902)	Sancak	~1902		Hicaz vilâyeti				Hicaz vilâyeti	Sancak (1909)	Sancak	1909		Medine sancağı				Medine sancağı																									
4204	4204	MEDİNE (Medine-i Beni Mansur)	مدينه	Nahiye (1871)	Nahiye	1871		Kurna>Basra>Basra vilâyeti		Kurna	Basra	Basra vilâyeti																																																													
4205	4205	MEDİNETÜLFEYYUM (Feyyum)	مدينة الفيوم	Müdiriyet	Müdiriyet			Mısır				Mısır																																																													
4206	4206	MEDİNETÜMISIR	مدينة مصر	Kasaba	Kasaba			Mısır				Mısır																																																													
4207	4207	MEFHAK	مفحق	Nahiye (1875)	Nahiye	1875		Haraz>Sana>Yemen vilâyeti		Haraz	Sana	Yemen vilâyeti																																																													
4208	4208	MEGARİDE (Megaris)	مغاريده	Kaza	Kaza			Atika maa Biyotiye eyâleti				Atika maa Biyotiye eyâleti	Kaza	Kaza			Yunanistan				Yunanistan																																																				
4209	4209	MEĞELGİN (Saimbeyli’nin Ayvacık k.yü civarında idi.)	مکلکين	Nahiye (Kale) (~1530)	Nahiye (Kale)	~1530		Kars>Maraş>Zülkadriye eyâleti		Kars	Maraş	Zülkadriye eyâleti																																																													
4210	4210	Meğri (Mekri) (FETHİYE)	مکری	Kaza (1865)	Kaza	1865		Gelibolu>Edirne vilâyeti			Gelibolu	Edirne vilâyeti	Nahiye (1919)	Nahiye	1919		Merkez>Dedeağaç>Yunanistan		Merkez	Dedeağaç	Yunanistan																																																				
4211	4211	MEHAYİŞE	محايشه	Nahiye (1871)	Nahiye	1871		Hacur>Hudeyde>Yemen vilâyeti		Hacur	Hudeyde	Yemen vilâyeti																																																													
4212	4212	MEHDİNÇ maa ÇERNİÇ	مهدينچ مع چرنيچ	Kaza	Kaza			Kü.ük Eflâk>Eflâk>Romanya		Küçük Eflâk	Eflâk	Romanya																																																													
4213	4213	MEHDİYE	مهديه	Sancak (16.yy.)	Sancak	16. yy.		Kaptanpaşa eyâleti				Kaptanpaşa eyâleti	Kaza (17.yy.)	Kaza	17. yy.		Tunus eyâleti				Tunus eyâleti																																																				
4214	4214	Mehmetkân (AYGÜN)	محمدکان	Nahiye Mrk.	Nahiye merkezi			Akçasır>Kulp>Diyarbakır		Akçasır	Kulp	Diyarbakır																																																													
4215	4215	MEHMETYAN (Piçer)	محمديان	Nahiye (Lağvedilmiş. Piçer=Güldiken halen Lice merkez bucağına bağlı k.ydür.)	Nahiye		Lağvedilmiş. Piçer=Güldiken halen Lice merkez bucağına bağlı k.ydür.	Lice>Diyarbakır			Lice	Diyarbakır																																																													
4216	4216	MEHMÛMİYE	مهموميه	Nahiye Mrk.	Nahiye merkezi			Razlık>Nevrekop>Siroz>Selânik	Razlık	Nevrekop	Siroz	Selânik	Kaza Mrk. (1867)	Kaza merkezi	1867		Razlık>Siroz>Selânik vilâyeti		Razlık	Siroz	Selânik vilâyeti																																																				
4217	4217	MEHRUD	مهرود	Kaza (1852)	Kaza	1852		Horasan>Bağdad maa Şehrizor eyâleti			Horasan	Bağdad maa Şehrizor eyâleti																																																													
4218	4218	MEHTİYE (Andira, Andros) (Kiklada adalarının en büyüklerinden. 1566’da fethedildi.)	مهتيه	Sancak (1600)	Sancak	1600		C. Bahrisefid eyâleti				Cezayir-i Bahr-i Sefid eyâleti	Sancak (1829-1830)	Sancak	1829-1830		Yunanistan				Yunanistan																																																				
4219	4219	MEKKE-İ MÜKERREME	مکهء مکرمه	Sancak (~ 1853)	Sancak	~1853		Harem-i Şerif eyâleti				Harem-i Şerif eyâleti	Sancak (1855)	Sancak	1855		Habeş eyâleti				Habeş eyâleti	Emaret (1876)	Emaret	1876		Hicaz vilâyeti				Hicaz vilâyeti	Vilâyet Mrk. (1909)	Vilâyet merkezi	1909		Hicaz vilâyeti				Hicaz vilâyeti																																		
4220	4220	MEKNASE (Meguinez)	مکناسه	Şehir	Şehir			Fas				Fas																																																													
4221	4221	Mekri, (Meğri) (FETHİYE) (1914’te “Fethiye” oldu.)	مکری	Kaza (~1530)	Kaza	~1530		Menteşe>Anadolu eyâleti			Menteşe	Anadolu eyâleti	Kaza (1811)	Kaza	1811		Menteşe>Aydın eyâleti			Menteşe	Aydın eyâleti	Kaza (1924)	Kaza	1924		Muğla				Muğla																																											
4222	4222	MEKRUMGÖMÜ	مکروم کومی	Nahiye (~1530)	Nahiye	~1530		Karahisar>Teke>Anadolu eyâleti		Karahisar	Teke	Anadolu eyâleti																																																													
4223	4223	MELEDA (Melita)	ملده	Nahiye (ada)	Nahiye (ada)			Raguza>Dalmaçya>Avusturya-Macaristan		Raguza	Dalmaçya	Avusturya-Macaristan																																																													
4224	4224	Melefan (TUZLAGÖZÜ)	ملفان	Nahiye (1880)	Nahiye	1880		Garzan>Siirt>Bitlis vilâyeti		Garzan	Siirt	Bitlis vilâyeti	Nahiye (1949)	Nahiye	1949		Kozluk>Siirt			Kozluk	Siirt																																																				
4225	4225	Melegûbi (DERİNKUYU)	ملکوبی	Nahiye (16.yy.)	Nahiye	16. yy.		Merkez>Niğde>Karaman eyâleti		Merkez	Niğde	Karaman eyâleti	Nahiye (1865)	Nahiye	1865		Merkez>Niğde>Konya vilâyeti		Merkez	Niğde	Konya vilâyeti	Nahiye (1902)	Nahiye	1902		Nevşehir>Niğde			Nevşehir	Niğde	Nahiye (1924)	Nahiye	1924		Nevşehir>Kırşehir			Nevşehir	Kırşehir	Kaza (1960)	Kaza	1960		Nevşehir				Nevşehir																									
4226	4226	Melendiz (MELENDİZŞIHLAR)	ملندوز	Nahiye (16.yy.)	Nahiye	16. yy.		Merkez>Niğde>Karaman eyâleti		Merkez	Niğde	Karaman eyâleti	Köy	Köy			Çiftlik>Merkez>Niğde		Çiftlik	Merkez	Niğde																																																				
4227	4227	Melense (KONUKLU)	ملنسه	Nahiye (16.yy.)	Nahiye	16. yy.		Merkez>K. Hisar-ı Şarkî>Rum eyâleti		Merkez	Karahisar-ı Şarkî	Rum eyâleti	Köy	Köy			Yavuzkemal>Dereli>Giresun		Yavuzkemal	Dereli	Giresun																																																				
